Short_name	Sample_name	Cobalt_concentration_ug_L	Cobalt_concentration_uM	Recovery	Cobalt_concentration_uM_corrected	Time	Wire_treatment	Abiotic_vs_biotic	DMSO_treatment	Metabolite_treatment	Replicate	Sample_preservation	Bottle_number	Cell_presence	Mean_cobalt_concentration_uM_corrected	Median_cobalt_concentration_uM_corrected	Stdev_cobalt_concentration_uM_corrected	Min_cobalt_concentration_uM_corrected	Max_cobalt_concentration_uM_corrected
24-2.4-B	2024-05-29_24hr_NoWire+Media_2_F-A	97.399	1.652701843	1	1.652701843	24	No wire	Sterile medium	No DMSO	Nothing added	4	"Filtered, acidified"	26	No cells	2.006517719	1.982354767	0.381660778	1.652701843	2.4086595
24-3.3-B	2024-05-29_24hr_Wire+Media+DMSO_3_A-F	3842.28	65.19721186	0.98014	66.51826459	24	Wire included	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	27	No cells	90.38371772	94.6862936	44.24746753	40.18674787	131.9755358
24-3.4-B	2024-05-29_24hr_Wire+Media+DMSO_3_F-A	1587.392	26.93544784	0.97356	27.66696232	24	Wire included	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	27	No cells	31.49281878	31.13758469	6.057529347	25.31024815	38.38585759
24-4.3-B	2024-05-29_24hr_NoWire+Media+DMSO_4_A-F	91.278	1.548838477	1	1.548838477	24	No wire	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	28	No cells	1.548957256	1.558866781	0.065022454	1.461298679	1.616796782
24-4.4-B	2024-05-29_24hr_NoWire+Media+DMSO_4_F-A	92.67	1.572458442	1	1.572458442	24	No wire	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	28	No cells	1.633154286	1.610611812	0.102083147	1.540982124	1.770411395
24-5.3-B	2024-05-29_24hr_Wire+10%inoc_5_A-F	17561.543	297.9906825	0.92411	322.4623503	24	Wire included	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	29	Live cells	961.2927373	876.859515	497.7294572	322.4623503	1652.122961
24-5.4-B	2024-05-29_24hr_Wire+10%inoc_5_F-A	16764.906	284.4730546	0.93128	305.4645806	24	Wire included	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	29	Live cells	487.7360577	424.6544694	215.8972325	305.4645806	796.1707115
24-6.3-B	2024-05-29_24hr_NoWire+10%inoc_6_A-F	95.51	1.620648601	1	1.620648601	24	No wire	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	30	Live cells	1.76022472	1.696836562	0.335682181	1.405676376	2.400395906
24-6.4-B	2024-05-29_24hr_NoWire+10%inoc_6_F-A	98.432	1.670230165	1	1.670230165	24	No wire	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	30	Live cells	1.715242997	1.759381958	0.269020322	1.360116315	1.982091757
24-7.3-B	2024-05-29_24hr_Wire+10%inoc+DMSO_7_A-F	13821.502	234.5282994	0.99162	236.5102553	24	Wire included	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	31	Live cells	227.5681572	235.1865209	77.24709091	125.9666121	313.9329748
24-7.4-B	2024-05-29_24hr_Wire+10%inoc+DMSO_7_F-A	13490.368	228.9094966	0.98869	231.5280792	24	Wire included	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	31	Live cells	229.7150661	238.2922399	78.15775638	126.4274777	315.8483069
24-8.3-B	2024-05-29_24hr_NoWire+10%inoc+DMSO_8_A-F	89.889	1.525269417	1	1.525269417	24	No wire	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	32	Live cells	1.545016353	1.54793067	0.063305612	1.468069057	1.616135015
24-8.4-B	2024-05-29_24hr_NoWire+10%inoc+DMSO_8_F-A	87.545	1.485495568	1	1.485495568	24	No wire	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	32	Live cells	1.591089708	1.548583952	0.147405979	1.475484233	1.791706694
72-1.3-B	2024-05-31_72hr_Wire+Media_1_A-F	8228.593	139.6257746	0.97911	142.6047886	72	Wire included	Sterile medium	No DMSO	Nothing added	4	"Acidified, filtered"	25	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-1.4-B	2024-05-31_72hr_Wire+Media_1_F-A	4620.94	78.40979943	0.96954	80.87319701	72	Wire included	Sterile medium	No DMSO	Nothing added	4	"Filtered, acidified"	25	No cells	93.01691173	80.87319701	22.10477503	79.64606547	118.5314727
72-2.3-B	2024-05-31_72hr_NoWire+Media_2_A-F	101.71	1.725852467	1	1.725852467	72	No wire	Sterile medium	No DMSO	Nothing added	4	"Acidified, filtered"	26	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-2.4-B	2024-05-31_72hr_NoWire+Media_2_F-A	101.885	1.728821931	1	1.728821931	72	No wire	Sterile medium	No DMSO	Nothing added	4	"Filtered, acidified"	26	No cells	1.965212475	1.954942372	0.284990387	1.709987046	2.240978111
72-3.3-B	2024-05-31_72hr_Wire+Media+DMSO_3_A-F	3778.085	64.10792763	0.98014	65.40690884	72	Wire included	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	27	No cells	86.73391067	81.32809738	35.67100141	52.18098733	132.0984606
72-3.4-B	2024-05-31_72hr_Wire+Media+DMSO_3_F-A	1538.497	26.1057796	0.97356	26.8147619	72	Wire included	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	27	No cells	30.45772713	28.52632211	5.07278197	26.8147619	37.9635024
72-4.3-B	2024-05-31_72hr_NoWire+Media+DMSO_4_A-F	95.622	1.622549057	1	1.622549057	72	No wire	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	28	No cells	1.690439488	1.684695697	0.063030943	1.622549057	1.769817503
72-4.4-B	2024-05-31_72hr_NoWire+Media+DMSO_4_F-A	94.835	1.609194954	1	1.609194954	72	No wire	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	28	No cells	1.772180348	1.75027843	0.160413229	1.609194954	1.978969577
72-5.3-B	2024-05-31_72hr_Wire+10%inoc_5_A-F	90929.268	1542.921065	0.92411	1669.629227	72	Wire included	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	29	Live cells	1849.049635	1439.339461	1068.358594	902.9130132	3473.979149
72-5.4-B	2024-05-31_72hr_Wire+10%inoc_5_F-A	81969.318	1390.885358	0.93128	1493.520056	72	Wire included	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	29	Live cells	1113.090741	1005.360079	255.3664337	948.1227511	1493.520056
72-6.3-B	2024-05-31_72hr_NoWire+10%inoc_6_A-F	103.897	1.762962283	1	1.762962283	72	No wire	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	30	Live cells	1.931947408	1.956978576	0.146475706	1.762962283	2.103500413
72-6.4-B	2024-05-31_72hr_NoWire+10%inoc_6_F-A	101.202	1.717232538	1	1.717232538	72	No wire	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	30	Live cells	1.818062809	1.814215232	0.114384404	1.717232538	1.926588233
72-7.3-B	2024-05-31_72hr_Wire+10%inoc+DMSO_7_A-F	23009.335	390.430809	0.99162	393.7302687	72	Wire included	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	31	Live cells	353.691096	379.399559	129.6834936	174.0362351	481.9290307
72-7.4-B	2024-05-31_72hr_Wire+10%inoc+DMSO_7_F-A	21899.409	371.5971788	0.98869	375.8480199	72	Wire included	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	31	Live cells	273.4087069	278.3165745	161.6259013	96.38506203	440.6166166
72-8.3-B	2024-05-31_72hr_NoWire+10%inoc+DMSO_8_A-F	94.815	1.608855586	1	1.608855586	72	No wire	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	32	Live cells	1.667277669	1.673471123	0.103996397	1.551672194	1.770496237
72-8.4-B	2024-05-31_72hr_NoWire+10%inoc+DMSO_8_F-A	91.926	1.559833978	1	1.559833978	72	No wire	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	32	Live cells	1.704561411	1.707441791	0.126503382	1.559833978	1.843528083
168-1.3-B	2024-06-04_168hr_Wire+Media_1_A-F	9657.267	163.8680374	0.97911	167.3642771	168	Wire included	Sterile medium	No DMSO	Nothing added	4	"Acidified, filtered"	25	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-1.4-B	2024-06-04_168hr_Wire+Media_1_F-A	3969.165	67.35024293	0.96954	69.46618286	168	Wire included	Sterile medium	No DMSO	Nothing added	4	"Filtered, acidified"	25	No cells	104.5064346	69.46618286	62.83469544	67.00534168	177.0477793
168-2.3-B	2024-06-04_168hr_NoWire+Media_2_A-F	108.465	1.840473777	1	1.840473777	168	No wire	Sterile medium	No DMSO	Nothing added	4	"Acidified, filtered"	26	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-2.4-B	2024-06-04_168hr_NoWire+Media_2_F-A	107.201	1.819025763	1	1.819025763	168	No wire	Sterile medium	No DMSO	Nothing added	4	"Filtered, acidified"	26	No cells	2.040815028	2.052281401	0.193642414	1.819025763	2.239671547
168-3.3-B	2024-06-04_168hr_Wire+Media+DMSO_3_A-F	5514.793	93.57702395	0.98014	95.47312012	168	Wire included	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	27	No cells	146.9106033	128.7718838	91.39491606	61.30583111	268.7928145
168-3.4-B	2024-06-04_168hr_Wire+Media+DMSO_3_F-A	1869.686	31.72551565	0.97356	32.58711908	168	Wire included	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	27	No cells	46.57613072	47.28932384	18.01456198	29.4429939	62.28288131
168-4.3-B	2024-06-04_168hr_NoWire+Media+DMSO_4_A-F	96.242	1.633069444	1	1.633069444	168	No wire	Sterile medium	DMSO	Nothing added	4	"Acidified, filtered"	28	No cells	2.01566791	1.979444692	0.413459829	1.633069444	2.470712813
168-4.4-B	2024-06-04_168hr_NoWire+Media+DMSO_4_F-A	97.53	1.654924699	1	1.654924699	168	No wire	Sterile medium	DMSO	Nothing added	4	"Filtered, acidified"	28	No cells	2.080525246	1.980471278	0.492197223	1.654924699	2.706233728
168-5.3-B	2024-06-04_168hr_Wire+10%inoc_5_A-F	161553.41	2741.297328	0.92411	2966.418855	168	Wire included	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	29	Live cells	2188.171728	2132.981497	730.9079782	1157.653848	2966.418855
168-5.4-B	2024-06-04_168hr_Wire+10%inoc_5_F-A	127040.467	2155.669093	0.93128	2314.73788	168	Wire included	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	29	Live cells	1161.764472	859.7381043	799.0386607	612.8437977	2314.73788
168-6.3-B	2024-06-04_168hr_NoWire+10%inoc_6_A-F	114.165	1.937193461	1	1.937193461	168	No wire	Wild type	No DMSO	Nothing added	4	"Acidified, filtered"	30	Live cells	2.271006462	2.20184906	0.305242128	1.937193461	2.714938499
168-6.4-B	2024-06-04_168hr_NoWire+10%inoc_6_F-A	105.64	1.792538144	1	1.792538144	168	No wire	Wild type	No DMSO	Nothing added	4	"Filtered, acidified"	30	Live cells	2.177435824	2.15617022	0.478824782	1.739596844	2.657806012
168-7.3-B	2024-06-04_168hr_Wire+10%inoc+DMSO_7_A-F	25531.73	433.2317296	0.99162	436.892892	168	Wire included	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	31	Live cells	389.9921596	394.3872738	87.21353184	287.8016541	483.3924368
168-7.4-B	2024-06-04_168hr_Wire+10%inoc+DMSO_7_F-A	23683.612	401.8721877	0.98869	406.4693561	168	Wire included	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	31	Live cells	270.1694253	263.1597408	119.7931221	147.8888634	406.4693561
168-8.3-B	2024-06-04_168hr_NoWire+10%inoc+DMSO_8_A-F	101.686	1.725445227	1	1.725445227	168	No wire	Wild type	DMSO	Nothing added	4	"Acidified, filtered"	32	Live cells	2.119747623	1.934334292	0.521160127	1.725445227	2.884876681
168-8.4-B	2024-06-04_168hr_NoWire+10%inoc+DMSO_8_F-A	93.655	1.589172282	1	1.589172282	168	No wire	Wild type	DMSO	Nothing added	4	"Filtered, acidified"	32	Live cells	1.852135286	1.856720987	0.31771582	1.565077203	2.130021968
0-1.1-S	2024-06-25_0hr_Media_1_A-F	98.495	1.671299172	1	1.671299172	0	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	33	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-1.2-S	2024-06-25_0hr_Media_1_A-F	99.921	1.695496061	1	1.695496061	0	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	34	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-2.1-S	2024-06-25_0hr_Wire+Media_2_A-F	149.086	2.529745757	0.97937	2.583033743	0	Wire included	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	37	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-2.2-S	2024-06-25_0hr_Wire+Media_2_A-F	147.392	2.501001346	0.96681	2.586859203	0	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	38	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-3.1-S	2024-06-25_0hr_SpentMedia_3_A-F	124.33	2.109676898	1	2.109676898	0	No wire	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	41	No cells	2.311184724	1.881002719	1.042545652	1.642300235	3.840433223
0-3.2-S	2024-06-25_0hr_SpentMedia_3_A-F	226.329	3.840433223	1	3.840433223	0	No wire	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	42	No cells	2.311184724	1.881002719	1.042545652	1.642300235	3.840433223
0-4.1-S	2024-06-25_0hr_Wire+SpentMedia_4_A-F	172.829	2.932625662	0.95822	3.060493062	0	Wire included	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	45	No cells	2.802062822	2.826099583	0.2485852	2.495559059	3.060493062
0-4.2-S	2024-06-25_0hr_Wire+SpentMedia_4_A-F	159.761	2.71088306	0.9238	2.934491297	0	Wire included	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	46	No cells	2.802062822	2.826099583	0.2485852	2.495559059	3.060493062
24-1.1-S	2024-06-26_24hr_Media_1_A-F	98.381	1.669364778	1	1.669364778	24	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	33	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-1.2-S	2024-06-26_24hr_Media_1_A-F	98.305	1.668075182	1	1.668075182	24	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	34	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-2.1-S	2024-06-26_24hr_Wire+Media_2_A-F	8625.986	146.3688843	0.97937	149.4520807	24	Wire included	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	37	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-2.2-S	2024-06-26_24hr_Wire+Media_2_A-F	7003.223	118.8332484	0.96681	122.9127216	24	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	38	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-3.1-S	2024-06-26_24hr_SpentMedia_3_A-F	129.496	2.197335475	1	2.197335475	24	No wire	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	41	No cells	2.607634798	1.927860861	1.584333838	1.623567159	4.95125031
24-3.2-S	2024-06-26_24hr_SpentMedia_3_A-F	291.793	4.95125031	1	4.95125031	24	No wire	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	42	No cells	2.607634798	1.927860861	1.584333838	1.623567159	4.95125031
24-4.1-S	2024-06-26_24hr_Wire+SpentMedia_4_A-F	24241.465	411.3380413	0.95822	429.2730702	24	Wire included	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	45	No cells	566.8278693	605.968553	92.75660906	429.2730702	626.101301
24-4.2-S	2024-06-26_24hr_Wire+SpentMedia_4_A-F	32309.667	548.2422428	0.9238	593.4642161	24	Wire included	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	46	No cells	566.8278693	605.968553	92.75660906	429.2730702	626.101301
72-1.1-S	2024-06-28_72hr_Media_1_A-F	101.807	1.727498399	1	1.727498399	72	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	33	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-1.2-S	2024-06-28_72hr_Media_1_A-F	105.18	1.784732696	1	1.784732696	72	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	34	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-2.1-S	2024-06-28_72hr_Wire+Media_2_A-F	7091.945	120.3387157	0.97937	122.873598	72	Wire included	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	37	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-2.2-S	2024-06-28_72hr_Wire+Media_2_A-F	6590.297	111.826569	0.96681	115.6655072	72	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	38	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-3.1-S	2024-06-28_72hr_SpentMedia_3_A-F	131.612	2.233240536	1	2.233240536	72	No wire	Spent medium	No DMSO	Nothing added	7	"Acidified, filtered"	41	No cells	2.713517399	1.966557218	1.718057823	1.660320639	5.26063452
72-3.2-S	2024-06-28_72hr_SpentMedia_3_A-F	310.026	5.26063452	1	5.26063452	72	No wire	Spent medium	No DMSO	Nothing added	7	"Acidified, filtered"	42	No cells	2.713517399	1.966557218	1.718057823	1.660320639	5.26063452
72-4.1-S	2024-06-28_72hr_Wire+SpentMedia_4_A-F	18913.932	320.9385135	0.95822	334.9319713	72	Wire included	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	45	No cells	429.3858309	433.5359517	82.73472949	334.9319713	515.539449
72-4.2-S	2024-06-28_72hr_Wire+SpentMedia_4_A-F	28067.249	476.255343	0.9238	515.539449	72	Wire included	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	46	No cells	429.3858309	433.5359517	82.73472949	334.9319713	515.539449
168-1.1-S	2024-07-02_168hr_Media_1_A-F	106.139	1.801005359	1	1.801005359	168	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	33	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-1.2-S	2024-07-02_168hr_Media_1_A-F	111.755	1.8962997	1	1.8962997	168	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	34	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-2.1-S	2024-07-02_168hr_Wire+Media_2_A-F	16647.111	282.474266	0.97937	288.4244627	168	Wire included	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	37	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-2.2-S	2024-07-02_168hr_Wire+Media_2_A-F	7308.645	124.0157606	0.96681	128.2731463	168	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	38	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-3.1-S	2024-07-02_168hr_SpentMedia_3_A-F	136.682	2.31927015	1	2.31927015	168	No wire	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	41	No cells	2.802626771	2.056319872	1.763799274	1.682549198	5.415318141
168-3.2-S	2024-07-02_168hr_SpentMedia_3_A-F	319.142	5.415318141	1	5.415318141	168	No wire	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	42	No cells	2.802626771	2.056319872	1.763799274	1.682549198	5.415318141
168-4.1-S	2024-07-02_168hr_Wire+SpentMedia_4_A-F	31117.191	528.007874	0.95822	551.0299034	168	Wire included	Spent medium	No DMSO	Nothing added	1	"Acidified, filtered"	45	No cells	586.4446126	562.6000625	147.9097516	432.680187	787.8981382
168-4.2-S	2024-07-02_168hr_Wire+SpentMedia_4_A-F	42895.133	727.8603001	0.9238	787.8981382	168	Wire included	Spent medium	No DMSO	Nothing added	2	"Acidified, filtered"	46	No cells	586.4446126	562.6000625	147.9097516	432.680187	787.8981382
0-1.3-S	2024-07-30_0hr_Media_1_A-F	94.97	1.611485683	1	1.611485683	0	No wire	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	35	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-1.4-S	2024-07-30_0hr_Media_1_A-F	97.889	1.661016342	1	1.661016342	0	No wire	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	36	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-2.3-S	2024-07-30_0hr_Wire+Media_2_A-F	135.927	2.306459034	0.99547	2.316954839	0	Wire included	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	39	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-2.4-S	2024-07-30_0hr_Wire+Media_2_A-F	139.564	2.36817298	0.99623	2.377134778	0	Wire included	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	40	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-3.3-S	2024-07-30_0hr_SpentMedia_3_A-F	97.377	1.652328539	1	1.652328539	0	No wire	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	43	No cells	2.311184724	1.881002719	1.042545652	1.642300235	3.840433223
0-3.4-S	2024-07-30_0hr_SpentMedia_3_A-F	96.786	1.642300235	1	1.642300235	0	No wire	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	44	No cells	2.311184724	1.881002719	1.042545652	1.642300235	3.840433223
0-4.3-S	2024-07-30_0hr_Wire+SpentMedia_4_A-F	156.819	2.660962128	0.97912	2.717707868	0	Wire included	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	47	No cells	2.802062822	2.826099583	0.2485852	2.495559059	3.060493062
0-4.4-S	2024-07-30_0hr_Wire+SpentMedia_4_A-F	143.896	2.441679939	0.97841	2.495559059	0	Wire included	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	48	No cells	2.802062822	2.826099583	0.2485852	2.495559059	3.060493062
24-1.3-S	2024-07-31_24hr_Media_1_A-F	95.28	1.616745876	1	1.616745876	24	No wire	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	35	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-1.4-S	2024-07-31_24hr_Media_1_A-F	98.769	1.675948504	1	1.675948504	24	No wire	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	36	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-2.3-S	2024-07-31_24hr_Wire+Media_2_A-F	8201.155	139.1601966	0.99547	139.793461	24	Wire included	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	39	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-2.4-S	2024-07-31_24hr_Wire+Media_2_A-F	8276.058	140.431178	0.99623	140.962607	24	Wire included	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	40	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-3.3-S	2024-07-31_24hr_SpentMedia_3_A-F	95.682	1.623567159	1	1.623567159	24	No wire	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	43	No cells	2.607634798	1.927860861	1.584333838	1.623567159	4.95125031
24-3.4-S	2024-07-31_24hr_SpentMedia_3_A-F	97.734	1.658386246	1	1.658386246	24	No wire	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	44	No cells	2.607634798	1.927860861	1.584333838	1.623567159	4.95125031
24-4.3-S	2024-07-31_24hr_Wire+SpentMedia_4_A-F	35687.537	605.5591759	0.97912	618.4728898	24	Wire included	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	47	No cells	566.8278693	605.968553	92.75660906	429.2730702	626.101301
24-4.4-S	2024-07-31_24hr_Wire+SpentMedia_4_A-F	36101.519	612.5837739	0.97841	626.101301	24	Wire included	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	48	No cells	566.8278693	605.968553	92.75660906	429.2730702	626.101301
72-1.3-S	2024-08-02_72hr_Media_1_A-F	97.842	1.660218829	1	1.660218829	72	No wire	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	35	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-1.4-S	2024-08-02_72hr_Media_1_A-F	94.297	1.600065973	1	1.600065973	72	No wire	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	36	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-2.3-S	2024-08-02_72hr_Wire+Media_2_A-F	7917.957	134.3547894	0.99547	134.9661862	72	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	39	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-2.4-S	2024-08-02_72hr_Wire+Media_2_A-F	6970.155	118.2721385	0.99623	118.7197118	72	Wire included	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	40	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-3.3-S	2024-08-02_72hr_SpentMedia_3_A-F	97.848	1.660320639	1	1.660320639	72	No wire	Spent medium	No DMSO	Nothing added	7	"Acidified, filtered"	43	No cells	2.713517399	1.966557218	1.718057823	1.660320639	5.26063452
72-3.4-S	2024-08-02_72hr_SpentMedia_3_A-F	100.179	1.6998739	1	1.6998739	72	No wire	Spent medium	No DMSO	Nothing added	7	"Acidified, filtered"	44	No cells	2.713517399	1.966557218	1.718057823	1.660320639	5.26063452
72-4.3-S	2024-08-02_72hr_Wire+SpentMedia_4_A-F	22385.585	379.8467909	0.97912	387.9471269	72	Wire included	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	47	No cells	429.3858309	433.5359517	82.73472949	334.9319713	515.539449
72-4.4-S	2024-08-02_72hr_Wire+SpentMedia_4_A-F	27626.731	468.7804725	0.97841	479.1247764	72	Wire included	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	48	No cells	429.3858309	433.5359517	82.73472949	334.9319713	515.539449
168-1.3-S	2024-08-06_168hr_Media_1_A-F	100.695	1.708629576	1	1.708629576	168	No wire	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	35	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-1.4-S	2024-08-06_168hr_Media_1_A-F	100.369	1.703097889	1	1.703097889	168	No wire	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	36	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-2.3-S	2024-08-06_168hr_Wire+Media_2_A-F	14769.023	250.6061821	0.99547	251.7465942	168	Wire included	Sterile medium	No DMSO	Nothing added	7	"Acidified, filtered"	39	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-2.4-S	2024-08-06_168hr_Wire+Media_2_A-F	10112.085	171.5855555	0.99623	172.234881	168	Wire included	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	40	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-3.3-S	2024-08-06_168hr_SpentMedia_3_A-F	99.158	1.682549198	1	1.682549198	168	No wire	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	43	No cells	2.802626771	2.056319872	1.763799274	1.682549198	5.415318141
168-3.4-S	2024-08-06_168hr_SpentMedia_3_A-F	105.689	1.793369594	1	1.793369594	168	No wire	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	44	No cells	2.802626771	2.056319872	1.763799274	1.682549198	5.415318141
168-4.3-S	2024-08-06_168hr_Wire+SpentMedia_4_A-F	24966.802	423.6458247	0.97912	432.680187	168	Wire included	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	47	No cells	586.4446126	562.6000625	147.9097516	432.680187	787.8981382
