metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
328.80277@1.45,3464,0,7204,4837,2155,440.3,440.2,0,4056,2228,1709,743.7,843.4,1543,1620,1775,4153,729.6,3860,2928,0,802.2,675,650.8,3504,4083,0,2016,812.3,3694,0,701.2,2660,463.8,0,1762,706.3,457.6,1562,578,3027,610.1,609.1,2509,1745,744,2304,821.2
152.94625@1.45,877.7,0,1342,978.7,961.7,4504,1367,6959,1249,1144,0,13320,5430,2174,8699,8029,1353,0,19920,11490,697,743.8,4702,5273,1103,12800,4461,3435,1685,5073,1214,0,7549,4517,4555,5387,3040,5421,4355,4196,4869,1162,1454,0,1411,0,1190,1267
184.8972@1.45,1466,0,8210,9448,0,3181,3422,4514,886.3,2333,6454,580.1,6295,1495,1844,4427,5633,1862,2972,936.6,550.5,668.4,0,3991,0,9295,1219,0,1184,2043,3759,2780,4579,1682,1831,2995,562.6,2762,1125,810,704,1991,476.8,2753,4200,1638,407,752.7
181.93221@1.45,2006,31460,0,43080,4387,411.7,7985,17000,1044,933.5,39950,17250,1054,742.8,6209,1516,1354,3627,1366,1282,4055,953.3,4053,5158,1142,10400,9543,11000,9162,0,0,765.6,1079,1566,17030,13860,2908,3506,15020,15570,0,4039,1427,899.3,7122,856.5,2284,6868
210.91512@1.46,461.6,0,9495,0,731.2,3707,3257,3912,648,1764,5512,3883,601.3,1444,1272,1653,649.7,1746,2104,0,465.2,0,1035,456.1,542.1,783.3,4202,1609,638.5,1474,610.6,665.2,599.4,3397,3645,3831,1922,3310,3269,3623,2141,0,2005,1636,659.2,418.3,1327,1479
197.90404@1.46,2598,2656,2402,3242,1468,522.8,1871,3040,3235,759.5,2698,3820,5609,1113,3074,1145,2949,2357,1407,3828,635.3,2334,1760,2768,1122,11070,9853,3345,4763,2588,1151,2706,3681,479.3,2393,1682,1912,0,518.1,588.4,4229,2223,634.1,684.8,1072,1822,3141,2166
312.81061@1.46,2058,1383,2970,2012,421.3,1692,1553,1674,539.9,1344,2496,0,1786,285.9,386.1,484.9,2333,1806,2321,2578,351.6,1723,411.7,1742,2370,569.2,2083,1102,2078,1544,2290,2107,2126,0,1152,400.9,1083,279.1,1476,1217,479.3,462.5,275,403.8,2080,424.9,309.6,1581
224.84585@1.46,467.4,7392,8465,7021,697.6,6099,6751,6790,546.5,748.6,7528,6098,2115,2130,2053,3483,0,608,581.8,515,547.3,534.3,1678,588.8,0,865.5,791.9,0,883,493.2,2312,410.9,736.7,4509,5352,4823,460.5,4027,6656,4807,1830,1376,0,527.9,824.1,0,511.8,577.9
275.85882@1.47,481.2,1612,446.6,1609,398.6,450.3,419.1,1645,619,1103,2120,2437,1487,458.6,1392,475,1521,1193,2607,2215,349.2,437,410.9,0,1437,2885,2616,421.6,534,325.4,459.6,410.2,443.5,410.3,444.2,409.2,307.6,0,405.4,0,1786,0,0,0,1723,407.2,0,445.8
314.81305@1.47,499.3,2352,4437,3687,452.4,2687,983.5,1753,572.1,1395,3330,2008,384.1,2241,2626,2725,1650,1244,577.1,2956,503,1209,822.9,1844,527.9,446.3,2640,2719,3358,996.6,0,0,1070,506.3,1671,2317,0,995.1,2647,2402,1216,447.4,448.7,434.8,517.5,360.1,382.8,0
133.92411@1.47,1476,1190,822.4,1115,1499,19630,15070,18030,1639,1482,1089,0,1278,0,1298,875.1,1586,1576,1624,1199,0,1289,1340,1350,0,0,1498,0,1297,1415,1243,1339,0,16930,13590,16860,1399,17760,11550,12290,1017,1073,1018,1346,1268,1276,988.1,1215
302.81959@1.47,973.3,2882,7467,5622,1032,3718,4356,4388,444.3,0,4562,2383,430.2,487.8,337,1931,549.3,1053,1479,583.5,416,428.4,326.5,0,390.2,4096,434.2,0,0,1101,0,395.2,401.1,1753,4931,4083,419.4,2540,4332,3529,0,343.2,1272,349.6,555.1,326.5,333.1,315.5
348.03024@1.49,0,0,0,528.5,0,0,0,200.7,0,0,0,0,0,0,0,0,0,275.7,483.6,340.1,0,0,0,0,0,1467,1274,874.6,130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.9
288.84001@1.47,396.6,6848,1019,5194,468.8,3180,2938,960.5,529.4,1426,6559,1571,476.6,1474,737,561.6,488.2,820.1,0,500.1,400.8,432.1,316,342.6,306.6,598.6,416.6,601.9,577.2,462.9,0,412.6,438.5,1520,0,2225,434.4,841,2048,1477,473.9,1224,316.6,341.1,422.6,346.3,410,0
172.08388@1.49,0,330.4,464.2,329.2,942.9,1734,468.1,517.8,0,0,378.6,260.9,3560,2475,3029,431,205.7,276.3,211.6,0,3184,2898,3189,5017,228.8,201.9,234.2,233.3,2579,3073,3596,2422,245.2,268,291.3,319.4,245.1,266.4,210.1,0,267.5,213.2,177.2,220.5,262.4,0,203.7,204.8
438.82002@1.48,0,334.1,1295,390.5,0,677.2,357.1,893.4,0,260.4,293.2,945.4,0,281.5,560.9,1224,0,187,0,0,118.1,0,0,0,0,184.3,194.3,136.4,0,141.6,0,0,135.8,267.8,296,317,0,230.1,276.9,220.3,171.3,0,0,0,0,0,0,0
294.90734@1.48,0,0,789,0,0,328.2,381.3,450.6,0,220.1,619.3,376.2,0,290.2,272.2,343.4,0,0,650.6,720.8,161,0,173.9,124.4,140.4,0,740.3,513.7,0,0,0,0,0,230.9,889.7,409.2,181,303.1,426.7,396.1,0,166,200.9,225.2,0,181.4,0,257.2
386.82574@1.48,191.2,2138,1267,2289,234.9,2303,1617,2294,271.7,971,835.9,989.1,223.7,854.3,1008,1248,0,273.9,0,282.9,184.6,274.6,218.2,242.7,0,405,0,0,336.1,0,260.6,0,0,1799,2035,2312,233.7,1551,1817,1708,0,230.3,0,0,0,225.1,0,0
274.84386@1.49,385,2549,3015,1591,337.2,2742,1358,2613,425.4,1697,2028,3024,0,2112,2249,2201,272.8,349.6,0,347.7,294.6,0,269.5,282.6,303.8,0,1271,341.5,0,236.6,250.9,0,315.6,1546,1728,2210,329.8,1273,1595,1970,254.3,326.3,0,331.8,363.4,0,308,333.3
329.86427@1.48,219.1,484.8,602.1,0,219.4,355.7,382.5,421.8,466.4,322.6,900,0,230.5,259.9,280.9,232.9,0,261,0,288,0,0,148.2,242.5,202.3,221.5,173.9,0,0,162.8,195.7,0,0,341.6,546.4,405.9,142,313,332.1,427.4,0,186,192.1,145.6,173.1,182.1,150.7,221.2
422.94125@1.49,0,0,254.1,324,0,637.8,476,354.7,0,576,242.8,0,0,523.1,322.6,402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,223.8,0,205.7,164.4,193.6,0,0,0,0,0,0,0,0
372.81298@1.48,0,4948,8640,6849,299.6,410.9,387.2,439.6,0,288.1,5762,0,0,309.3,227.4,264.4,0,0,0,351.6,291.2,0,307.4,0,0,0,0,0,286.2,418.8,180,0,298,258.7,921.9,436.7,0,262,385.2,795.1,0,251.7,195.5,228.6,0,291.6,284.7,0
378.90442@1.49,0,1221,1378,0,179.8,1750,838.7,1738,136.4,270.6,1095,279.5,162.3,211.6,250,292.6,0,230.3,0,226.7,136,0,176.3,0,0,273.4,0,221.7,134.9,0,114.4,177.2,0,869.2,551.6,607.6,157.6,1014,361.4,324.6,153.5,0,188.2,140.9,0,149.8,217.6,156.8
187.92552@1.48,0,1482,2039,832.2,531.8,2216,922.2,3152,589,474.7,1504,1562,644.5,1509,589.8,968.7,0,548.6,634.6,0,523.9,0,509.2,546.7,553.9,0,0,475.9,701.9,522.3,452.4,497.5,0,727.9,1917,1177,575.8,1439,1715,1213,585.6,496.8,447,0,0,502.4,532.9,551.3
165.05017@1.48,1011,12140,16680,19490,0,704.5,820.4,0,1013,1004,1946,1040,0,0,0,751.8,1144,2879,4194,3751,781.5,1329,1254,1236,928.8,8330,4505,3727,0,0,1375,1142,0,867.1,725.1,1029,983.9,626.4,857.7,1775,1089,1385,1485,1520,689.1,1182,1429,1584
251.90527@1.48,0,0,0,0,292.9,1140,719.4,797,190.5,248.8,5715,2024,236.5,265.1,256,0,0,0,274.7,0,235.5,282.7,317.8,0,0,238.8,0,285.5,0,242.3,300.3,263.8,0,524.1,365,0,193.2,0,461.2,0,0,0,214.5,0,322.9,0,304.2,319.6
229.95816@1.48,198.5,5096,6392,0,223.1,2453,2241,3732,232.9,1675,3452,2843,210.1,1104,938.1,1174,212.1,0,287.4,320.4,199,219,239.9,248.8,196.1,307.5,284.3,359.7,230.2,183.4,257.3,228.7,224.7,736.2,2305,1581,0,770.3,1320,1103,233.5,204.7,202.8,215.1,144,179.3,231.4,173.2
157.94869@1.49,666,3651,5375,5524,659.4,3862,4956,3886,646.3,687.3,3981,774.6,613.2,0,0,417.8,0,3214,9643,3879,611,636.6,716.6,633.4,671.5,5319,7139,6116,495.7,532.1,564.8,607,487.8,3251,4388,1567,0,3878,3383,3687,556.5,915.3,3614,817.5,496.3,3663,3740,838.5
166.0114@1.5,0,3165,0,2321,0,1679,594.4,729,0,3640,780.9,2754,524.7,2702,762,1273,0,8135,1401,3398,597.9,3188,1068,2611,624.2,9175,1574,3647,513,4164,925.3,2238,711.5,1379,714.3,888.6,0,1393,0,781.9,664.7,4632,883.6,2249,572.6,4218,715.6,2175
243.87335@1.48,545.6,1619,3436,4179,0,531.2,1084,1103,509.5,445.1,835.3,920.5,435.8,291.6,1472,443.4,468.9,477.6,520.1,0,340.4,0,363.3,404,466.2,358.4,456.7,480.3,454.9,415.6,447.9,353.3,0,392.6,1602,1075,430.5,484,572.9,912.7,445.4,400.4,344.1,1132,429,394.9,474,326.8
102.94254@1.5,2402,38760,47640,44610,13070,36310,38700,42580,2502,23390,37520,34510,2530,15210,19530,20710,2242,2519,2651,0,13280,0,2170,2375,2430,2514,2545,2481,2898,2192,2175,2106,2568,30630,35730,35850,9290,30970,26680,40030,2416,2241,2050,2221,15620,1926,2274,2205
155.9533@1.49,361.6,3164,7903,4654,392,663.2,742.6,802.2,426.7,533,1400,660.3,327.4,523.7,503.6,498.1,259.2,1053,1394,2093,411.1,373.6,376,398.6,345.5,3195,2007,1701,0,376,345.3,0,348.6,473.7,2023,744,321.5,600.5,1614,638.5,312.4,433.7,475.9,0,268.2,0,482.3,444.1
335.87351@1.49,0,457.7,959.9,0,194.1,415.1,328.3,292.9,0,0,414.4,286.3,186.6,235,182.7,0,0,181.2,188.5,0,279.8,233.9,216.4,0,0,0,0,0,214.8,188.1,306.2,161.2,216.6,673,333.7,0,262,579.2,322.7,377.1,0,194.6,214.2,221.8,304.7,216.6,255.9,294.7
224.91631@1.49,0,4515,6416,4776,0,2740,2864,4391,0,1067,5868,2039,0,1317,1357,1827,0,427.3,0,467.3,0,0,0,0,354.5,0,0,532.6,477.7,512.3,0,457.5,532,739.2,1326,1325,348.2,558.7,1252,1109,0,432.4,343.7,0,481.2,0,350.7,402.8
286.93035@1.49,0,1513,1063,1471,0,589,933.7,1584,0,506,922.6,1634,0,581.5,784.1,1927,208.3,383.7,268.3,253.5,328.2,0,275.1,343.2,286.5,347.5,0,0,1050,350.8,299.6,0,239.8,0,715.5,698.6,273.4,486.5,1470,877.3,0,196.5,0,0,291.4,0,0,0
261.90695@1.49,0,1108,935.2,2574,295.9,1178,1210,545.1,0,732.1,603.9,787.3,265.8,572.1,389.6,820.8,139.7,240.3,0,267.9,0,0,0,161.3,157.7,208.2,0,0,0,0,253.3,161.9,0,425.5,421.3,0,172.7,350.2,501.4,355.1,0,0,188.4,0,0,0,223.9,233.7
152.06692@1.49,407.9,1199,0,0,0,995.4,486.6,574.7,444.7,1646,560.8,676.9,0,549.6,549.7,729.8,308.2,1416,4190,2952,454.8,657.4,854.5,735.7,333.1,8906,8493,5396,484.7,681.3,1805,608.1,466.8,735.6,521.9,580,408.3,0,481.6,506.1,478.9,763.6,539,632.1,440.9,336.2,539.1,894.1
142.94518@1.49,1401,25140,25180,27310,1557,6973,7720,6166,1375,5528,29960,7878,1276,5874,4580,5960,1346,1297,1287,1284,1236,1139,1178,1178,1243,1353,1015,1263,1248,1110,0,1114,0,4581,7319,7927,1104,3284,4888,5850,1180,1042,1043,1050,1229,1015,1057,1057
346.92473@1.5,0,1523,1853,2515,0,608.8,1105,1032,0,263.7,1385,984.7,0,313.9,0,315.2,0,0,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.7,739.1,393.1,0,310,365.9,384.5,0,0,0,0,0,0,0,0
390.82368@1.49,190.6,1023,1255,1020,0,836.3,425.1,873.2,240.7,238.8,1393,332.3,215.1,308.3,0,263.1,238.7,185.8,277.7,0,189.6,271.7,0,0,191.4,436,0,0,2344,132.8,282.2,0,190.5,307.6,358.5,324.1,0,0,322.5,225.9,230.8,221.2,222.3,0,319.7,175.1,202.9,274.7
245.09571@1.5,0,0,562.8,615.7,3075,1490,1480,942.9,0,0,418.6,982.5,1859,1590,2222,1713,491.1,2938,2111,2676,2806,1710,1196,1915,626.4,2579,2107,2561,1895,2024,1624,1836,3336,1512,1114,1202,3540,2056,1380,1064,1348,2092,2605,1859,2151,0,1511,2026
469.84307@1.49,0,0,877.2,376.1,0,0,232.5,251.4,0,0,390.1,156.2,0,0,0,143.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.7,256.9,213.1,0,0,188,0,0,0,0,0,0,0,0,0
380.92638@1.49,0,442.9,633.7,586.3,0,400.3,311.6,314.3,0,0,460,302.1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.1,261.2,254.3,0,225.8,218.7,173.4,0,0,0,0,0,0,0,0
442.89355@1.5,0,487.9,788.8,773.2,0,203.4,178.9,244.4,0,0,584.5,195.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.4,278,256.7,0,0,208,0,0,0,0,0,0,0,0,0
223.92468@1.49,0,1820,10780,3212,209.4,330.7,0,334.7,249.5,189,1819,443.7,0,236,202.6,259.1,0,422.4,636.3,1281,226.3,233.6,271.9,227.1,0,1372,0,1175,215.2,211.9,214,218.5,0,324.7,470.3,375.2,0,0,379.4,0,0,0,255.6,276.2,0,0,239.5,280.3
203.93309@1.49,329,568.3,525.7,972.9,0,676.1,625.5,1239,532.1,429.2,360.6,456.2,437.9,300.6,389.3,440.8,479.8,477.4,0,481.3,395.3,339.2,431.8,0,320.8,396.6,531.6,496,423.7,393.7,356.5,368.1,0,1230,2159,776.9,0,440.3,743.9,0,445.7,433.5,0,388.1,299,353.3,449.2,380.7
239.90875@1.5,476.9,1043,1321,0,0,338.4,361.8,410.7,0,0,536.1,407.4,0,329.7,345.8,0,468,2453,1877,1953,360.2,733.4,0,550,325.2,2772,1712,1612,0,1504,599.4,1269,0,341.4,403.4,409.2,333.9,368.4,410.4,359.9,338.1,410.1,445.7,416.5,326.6,0,470.4,513.9
201.02148@1.5,0,5833,7145,5306,0,2277,1962,1627,0,2141,5032,2513,304,2292,1220,1904,0,0,0,395.5,0,0,0,0,0,315.3,0,253.3,315.5,0,215.6,326,292,631.5,866.9,862.7,210.7,0,870.7,683.6,0,247.2,251.5,0,191.5,0,0,0
159.94593@1.5,0,4085,7177,18860,401.5,3152,1982,3491,0,620.3,13810,1584,378.9,555.7,516.5,517.9,482.2,432,471.1,486.2,321.8,398.9,364.6,0,0,410.5,418.6,448.8,275.6,0,299.3,431.8,343.6,1251,1596,3385,0,2278,1111,921.8,327.5,0,481.9,0,0,386.2,0,412.6
283.00508@1.5,0,720.1,803.8,2559,0,176,0,240.8,0,0,378.9,316,0,113.9,0,134.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.9,473.1,577.1,0,397.8,358.8,390.8,0,265.2,361.3,542,0,0,414.8,378.4
370.83915@1.5,0,1057,3611,2979,207.4,343.2,378.6,993.1,273.2,0,2566,614.2,304.4,335.9,0,295.1,0,309,264.7,0,0,264.5,0,0,0,0,276.8,0,313.1,0,295.6,299.4,262,0,1040,291.4,0,0,393.3,346.3,0,0,0,287.6,300.4,303.2,304.2,372.4
303.02431@1.5,0,329.2,767.7,370.2,0,239,3042,379.1,0,151.6,318.5,212.7,0,114.8,112.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9,559.6,267.1,0,188.4,568.7,0,0,0,0,0,0,0,0,0
321.03922@1.5,0,201.2,177.9,0,0,0,1596,178.8,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.2,398.2,0,0,0,344.2,0,0,0,0,0,0,0,0,0
364.87433@1.49,0,999.5,1395,448.9,0,1322,826.7,1084,0,525.1,359.4,377.3,125.6,445.3,262.1,310.7,0,189.1,0,151.8,0,0,0,0,0,132.5,0,122.7,0,0,0,0,221.3,303.9,299.6,337.1,0,269.2,297.2,249.1,0,0,0,0,0,0,145,0
170.95028@1.49,1719,18890,28920,22980,0,7204,5888,2270,0,8293,20920,9785,1082,1457,1162,6975,1648,1733,1289,1592,0,1274,1271,0,0,1661,1645,1589,0,1181,1314,1164,1222,1300,8080,6185,1216,1177,7363,6491,1304,1239,1222,1160,0,1241,1093,0
154.96015@1.5,554.3,2281,2646,11040,700.7,3826,4783,6861,457.5,1496,2094,1655,596.4,1187,935.8,1159,588.6,678,787.5,568.3,619.2,0,542.2,438.6,535.6,0,542.8,0,609.1,349.2,495,443.8,0,2685,4615,2656,566.9,2251,4194,4603,1361,334.3,2111,454.6,657.7,472.9,521.7,435.4
272.94858@1.5,0,1200,0,0,0,0,599.9,671.7,0,665.3,987.1,499.4,0,808.4,589.1,612,0,0,0,141.6,0,0,117,124.6,0,0,0,0,188.2,0,0,0,0,335,550.7,493.8,0,0,764.8,456.4,0,0,0,0,223.8,0,0,0
202.97736@1.5,228.9,1293,865.6,774.2,0,2450,2134,1472,240.4,355.5,682.9,482.8,0,288.4,313.7,274.9,273.4,237.1,300.7,244.3,275.9,0,251.6,0,172.2,227.7,217.9,230.7,245.5,254,266.7,0,199.2,1142,1168,1154,0,995.9,1004,800.8,200.2,241.5,285.5,0,217.2,0,164.6,244.3
174.91947@1.5,475.7,6324,7498,11770,405.9,4233,5004,8810,490.7,3397,4603,4728,445.2,2829,2359,2997,0,470,367.9,481.1,0,398.1,413,374.4,355.4,433.6,554.4,444.2,486.9,0,430.9,380.1,322.3,2632,6651,6450,445.6,2312,5882,5953,411.2,297.8,405.6,302.3,470.9,302.5,384.9,394.5
184.98157@1.5,250.8,920.8,2910,1546,232.4,1905,2213,2147,220.4,610.5,1948,2592,239.6,479.9,454.7,457,198.7,380.4,452.8,569.6,174.6,221.7,196.2,0,0,381.9,0,0,222.7,0,217,0,0,939.4,1270,1113,139.7,781.9,1392,931.8,0,213.4,231.8,259.5,0,238.6,0,262.4
328.87135@1.5,0,1037,1306,1134,0,997.1,773.1,646.1,235.6,272.4,1522,763.5,0,0,325.2,307.2,0,198.5,136,266.2,154.4,215.6,191.1,281.1,158.9,200.5,0,193,0,0,222,0,0,302.3,1076,693.6,0,325.6,671.7,659.1,213.7,0,0,233.6,0,0,0,0
428.86063@1.5,0,1697,1232,1445,0,253.6,318.3,552,0,204.6,1081,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.7,0,0,0,0,0,317.7,308.5,0,0,289.2,0,0,0,0,0,0,0,0,0
430.86602@1.5,0,1674,1941,1479,0,0,489.8,619.4,0,126.1,727.7,279.4,0,155.1,132.2,174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.8,303.5,0,195.5,291.4,0,0,0,0,0,0,0,0,0
459.84245@1.5,0,328.1,2015,1294,0,161,242.3,252.2,0,135.6,377.6,245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.2,252.1,0,0,134.6,179.8,170,0,0,0,0,0,110.2,0,0
313.98795@1.51,0,874.5,1229,1197,0,0,0,202.1,0,0,732.3,250.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.5,0,0,0,0,211.6,0,0,0,0,0,0,0,0
347.01848@1.5,0,1227,1256,1284,0,0,405.1,618.6,0,159.8,603.8,531.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.8,0,0,297.6,0,0,0,0,0,0,0,0,0
422.81627@1.49,0,339.6,371.9,400.5,172.1,0,0,0,166.8,0,1024,248.3,136.9,0,211.5,0,0,0,0,178.9,0,136.5,0,0,0,246,168.5,0,228,0,0,0,0,214.1,259.6,249.5,0,0,281.1,243.1,193.5,124.8,0,0,0,0,0,0
529.86699@1.5,0,261.6,664.3,400.6,0,0,0,216.6,0,0,602.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.9,135.8,0,0,200.8,0,0,0,0,0,0,0,0,0
432.82989@1.5,0,970.7,1097,354.2,0,0,0,0,0,236.8,371.5,328.8,116.8,188.4,191.4,213.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.4,1111,349.2,0,0,295.2,0,0,135.6,0,0,222.5,172.5,0,0
400.81575@1.5,176.5,1805,2248,2405,192.5,301.2,316.5,896.7,239.3,243,2963,1290,0,179.1,221.8,264.3,119.5,212.7,163.2,232.9,206.1,237.1,0,188.1,0,0,0,0,277.6,159.5,0,696.4,0,0,283.2,373.5,237.2,261.9,336.9,321.2,261.7,0,186,0,0,0,205.2,0
374.84998@1.5,0,1222,2920,1690,176.5,302.3,0,420.8,0,0,1056,321.8,164.3,191.1,214.3,0,0,0,0,0,0,139.6,0,0,0,0,159.9,0,195.5,0,0,0,0,0,1016,397.5,0,0,791.5,0,0,0,0,0,0,0,0,0
200.961@1.5,431.8,7024,27250,13490,0,2567,771.1,1627,0,3784,12070,7113,703.3,2142,1174,2010,0,618.6,341.6,0,436.8,502.9,588.3,0,358.3,0,0,0,675.4,668.7,0,589.1,507.8,776.1,0,897,0,650.9,1200,2097,550.7,723,628.2,503.6,754.5,696.9,662,0
380.86413@1.5,0,1993,2452,2663,116.6,752.4,316,341.1,0,237.1,1347,351.8,0,171.1,0,0,0,0,176.5,0,188.8,0,0,0,0,0,0,0,0,0,0,0,0,307.8,287.6,296.4,0,229.4,0,0,0,0,0,0,0,0,0,128.1
113.9522@1.51,14130,159300,103600,186500,16880,142100,154200,210800,14180,18830,157200,147500,12890,16960,16060,15910,13520,13460,11000,13650,15740,12010,12080,0,14320,13480,13760,13660,14260,12020,12290,11670,12910,167700,163500,167200,13760,132400,157300,159700,12710,11400,11930,11380,13280,11420,11640,0
360.85648@1.5,0,1565,1348,2729,263.6,1153,1694,1428,0,631.1,920.8,881.5,0,611.1,318.8,664.1,136.9,0,0,167.3,0,168.5,0,173.8,0,0,0,199.1,0,185.6,0,0,173.5,617.7,999.2,996.9,0,356.2,2331,537.8,212.3,0,0,160.5,0,0,0,0
388.84818@1.5,191.4,1132,1654,1541,0,0,1753,1722,244.9,271.2,402.7,362.9,0,302,191,265.9,246,0,0,276,0,0,0,0,0,1407,0,260.1,259.6,0,236,0,173.9,305.5,0,397.9,206.3,309.2,395.1,275.8,0,0,133.5,188.8,201.8,161.2,212.3,134.7
392.81065@1.5,0,698.5,1445,1614,0,265.4,252,349,194.9,259.4,0,392.5,0,0,229.3,0,200.5,201.2,184.2,235.8,0,0,130.9,0,0,0,177.7,0,0,0,0,0,0,268.5,337.6,329.1,170.1,226.5,352.1,211.5,0,0,194.2,0,200.3,0,188.6,0
277.91861@1.5,0,1199,1018,2045,0,539.5,0,563.5,0,352.4,381.6,652,0,329.2,0,0,0,0,0,0,137.4,0,0,0,150.2,0,0,0,0,163.9,0,0,0,348.7,0,382,0,294.4,374,199.7,0,0,0,0,178.3,0,0,0
373.88234@1.5,0,475.9,751,867.5,0,255.7,274.4,292.3,0,128.2,971.1,343.2,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,244.2,0,0,289.6,164.6,0,0,0,0,0,0,0,0
300.86194@1.5,358.1,17530,19150,18780,493.4,0,4435,4288,2573,3150,9461,5091,1050,511.7,0,540.6,3363,553.2,4317,0,476.1,345.5,498,456.5,0,2946,3056,572.6,436.9,2289,0,342.4,491.4,634.4,822.1,529.5,478.6,1574,2578,2106,457,457.5,504,0,493,360.1,369.9,2223
446.86236@1.5,0,750.6,1231,2121,0,237,330.7,696.4,0,158.2,401.3,302.2,0,111.7,0,0,0,144.8,204.8,168.5,0,0,0,0,0,0,0,0,0,0,0,0,0,176.3,288.8,341.9,0,0,275.7,0,0,0,0,105.4,0,0,0,0
264.93843@1.5,0,1079,931.6,1079,0,543.6,0,475.1,210.1,543.8,909.2,565,0,0,300.1,0,0,354.9,0,681.2,0,161.4,173.9,228.2,0,229.5,0,245.2,0,185.4,139.3,206.3,196.3,236.5,0,0,151.7,0,0,0,213.1,217.8,192.5,0,0,0,217.6,0
201.9786@1.51,294.8,2525,13730,4670,258.4,1002,636.7,1186,368.4,1066,5617,1313,0,483.3,0,283.9,0,332.5,264.8,441.8,483.7,643.8,639.9,615.5,220.1,295.3,295.1,0,650,0,577.9,0,320.4,382.2,1301,682.3,300.7,0,1325,659.6,330,223.1,260.5,0,243.6,0,242.2,250
214.94289@1.51,0,3520,2179,3430,213,741.4,1487,1551,270.8,366.7,1507,937.2,182.9,0,219.5,247.9,0,266.8,195.9,263.9,0,194.5,254.7,287,249,212.2,143,0,234.7,235.3,234.4,287.4,220,430.7,1468,1429,275.3,590.8,1376,1093,244,0,239.5,0,191,0,186.1,208.1
215.942@1.5,189.4,1836,3672,561.4,137.1,386.9,1442,1275,132.8,0,1886,342.8,0,263.2,245.3,207.3,114.8,222.4,0,0,0,0,0,153.5,121.9,0,194.4,128.5,0,0,0,158,0,0,1473,702.2,0,0,1013,672.3,171.4,0,170.2,0,120.3,133.6,192.5,0
