metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
606.44215@11.22,2745,277.3,284.9,190.3,906.9,1206,912.4,589.3,2682,1412,0,1348,536.7,1256,1454,838.7,1922,0,966.9,232.1,635,0,353.1,236.1,920.3,591,778.5,0,460.9,0,166.1,0,0,381.5,344.9,590,0,288.2,258.3,0,204.7,0,160.7,0,0,191.3,265.2,212.8
246.15475@11.24,0,2708,1834,2286,6516,9915,12060,4115,0,0,1886,0,1825,2523,4443,4061,4117,310.9,1859,578.2,1819,315.6,768.9,428.4,5529,1373,1600,323.3,1708,0,404.2,295,269.2,830.2,2050,4686,298.2,863,1550,1294,304.2,0,302.6,323.3,256.3,255.2,295.5,0
522.39203@11.24,0,0,0,0,666.1,1633,887.5,709.9,765.8,0,0,526.3,308.8,375.6,815.9,747.7,658.6,0,207.5,0,220.7,0,185.2,0,1441,144.5,162.1,0,209.8,0,0,0,0,182,231.7,351.5,0,0,268.2,317.9,0,154,113.8,158.9,0,189.3,148.5,126.1
245.14617@11.25,65630,19600,14880,17010,34060,76830,55980,42610,65560,39080,11710,47370,13210,16940,33150,27950,34150,1260,19510,6260,13300,910,6906,1397,40640,19190,21070,1235,12430,850.7,1820,1132,0,15580,24580,19570,842.8,22810,17580,14140,899.9,0,963.4,937.4,0,683.1,766.2,739.4
518.4157@11.25,499700,97540,101900,96090,360200,532200,435300,323600,495800,270400,147900,298300,202100,228000,362800,224700,187300,9425,176300,42890,193700,9448,67520,21560,382700,113400,149000,8539,158900,2949,25410,6504,5729,91550,157100,182700,5915,79980,135400,122300,5456,1794,6201,1579,2252,293.1,1861,872.1
228.12944@11.25,0,0,464.5,0,714.4,1874,1017,706.3,2026,0,502.5,659.2,372.9,360.7,812.9,747.2,664.8,529.2,302.1,444.3,299.2,241.5,301.9,291.2,849.5,601.6,889.6,543.5,263.6,209.9,305.2,0,275.3,0,387.6,407.1,192.3,0,339.5,0,222.8,217,247.3,0,0,0,227.5,212.3
520.40829@11.24,90250,5558,5069,4608,42560,100000,65490,28370,86660,0,6207,20230,13060,16250,43300,31050,33230,0,8071,2342,12690,677.4,3520,1299,51090,6691,8836,493.3,9729,215.7,1573,465.2,0,5425,9856,12090,357.7,5023,8230,7077,0,0,464.4,0,413.9,0,438.5,0
143.08423@11.25,16750,8539,6709,8287,10090,22200,15540,13600,19280,4597,4816,6429,4581,5808,9915,8646,10530,3741,10980,5802,4963,614.2,0,0,11780,10860,11540,4492,4702,724.9,847.8,743.7,571.6,5990,11210,6694,473.1,10810,6784,4931,0,1389,981.1,1217,0,616.6,763.2,0
521.39828@11.25,8980,828.3,805.2,769.6,4953,11910,7527,5382,6699,3736,1766,4364,1554,2789,5266,4372,4812,0,1702,451.1,1807,263.5,1256,352.3,5926,1634,1571,279.2,1657,0,326.1,0,0,831.2,1651,1699,0,595.5,1091,888.6,0,0,335.8,467.5,0,0,369.1,297.6
519.41846@11.25,170900,27690,24900,22630,148900,230800,192500,129800,307500,80000,29870,91400,63870,70550,148800,170000,188100,2362,48520,11520,61480,2903,17960,6025,161500,32750,43130,2247,48300,0,6521,1517,1138,26890,45290,59260,1584,24220,40520,34970,1572,432.6,1668,344.8,993.7,0,1436,330.8
227.1449@11.26,9760,0,2273,2061,4917,11850,8464,5325,9280,5741,2000,7201,1565,2130,5021,5183,4159,2482,4938,2007,1888,353.2,0,0,5448,5270,5380,2683,1560,0,564.2,0,399.1,1200,0,2607,0,2300,1244,921,439,854.6,0,722,452.4,522.8,493.7,629.6
191.15942@11.25,649.3,836.5,754.7,655.7,2648,0,6962,1082,565.2,759.2,0,776.7,6683,750.1,3933,1613,542.2,0,535.2,0,4648,1446,1629,1260,748.6,0,780.3,734.5,1442,1554,1357,1188,32120,25750,23170,10070,14710,23120,10270,7199,11870,16240,14020,13710,13970,12330,7602,11620
274.26825@11.24,10490,5442,3817,4896,10760,18030,8241,6628,10040,3872,4798,6552,3441,5525,6232,5854,7279,3452,4365,3319,3481,6620,7689,7430,9723,3595,3950,3419,3704,5606,0,4047,2046,1846,2553,3181,0,1384,2479,2464,1302,2313,3305,2438,1384,2199,3746,3084
337.23054@11.26,1059,6004,3262,4044,39730,19010,45860,12950,1143,5243,8139,0,45890,11330,27040,21180,6369,5409,5875,8990,36260,19000,15970,12760,5705,4190,2196,5666,20800,22790,21220,13170,185200,151700,140000,63950,92290,135700,63630,48940,74640,103000,82720,88820,92150,79100,52030,70640
572.32143@11.27,753.9,211.6,146.2,176.9,0,669.1,0,0,969.6,560.6,244.5,0,0,0,0,0,523.8,127,184.2,0,0,0,0,0,0,0,216.8,110.3,0,0,0,130.3,144.3,139.7,0,0,0,200.5,0,0,0,201.9,196.9,135.6,0,0,123.4,0
338.23377@11.27,0,474.7,463.7,0,3066,1321,3872,1009,0,0,514.7,1617,3861,823.8,2158,1674,509.5,0,503.5,589.7,2532,1584,2653,2206,381.8,641.6,571.4,1531,1006,0,1830,966,0,0,11460,4636,7656,0,5429,3637,6523,9143,7328,8534,7557,7841,4828,6519
240.2418@11.29,508.8,941.5,0,808.3,1473,13590,1551,1552,0,0,0,0,11940,12950,12840,1484,389.3,423.8,0,431.2,12230,12540,11940,14140,419.5,435.5,428,543,11870,13420,12530,13720,460.7,450,497.2,428.7,382.4,419.5,402.1,406.3,391.2,364.1,349.9,398,410.5,0,425.5,425.9
590.40818@11.28,253.1,0,0,0,205.7,808.5,309.7,372.7,240.8,0,221.8,203.5,0,0,0,189.9,0,0,167.4,218.4,133.8,210,253.6,270.4,150.3,0,0,0,0,202.8,205.9,140.5,223.4,206.8,218.7,0,215.7,192.3,211.4,0,0,181.4,297.6,0,0,148.7,293.5,130.7
332.33115@11.29,31930,51400,31340,41180,106000,432500,105700,103700,34910,41990,40470,46900,415900,239800,253600,105900,32920,37470,37110,46800,426200,426900,427100,449200,35490,38100,41330,36220,226900,435600,434400,427800,37270,34590,39390,31220,41390,34050,35340,32390,34430,33530,34470,36760,36590,40920,33610,38460
333.33191@11.29,0,6318,0,0,18730,139200,19530,18550,2659,10600,3639,0,135400,181200,193200,18410,3609,4182,3030,5682,130900,135100,133600,149400,4610,5804,5956,5739,177900,122800,135900,130700,4838,4332,5412,8671,4743,4620,4279,4267,4383,4360,4536,4007,4300,5057,4241,4572
561.29229@11.3,154.6,220.9,219.5,0,302.8,0,171.6,247.8,0,299.7,313.2,215.9,0,570.7,0,0,145.5,1690,2075,1151,0,779.9,1066,612.8,266.4,2108,1359,1294,501.1,644.2,1041,1905,0,0,392.5,273.5,623.4,0,0,0,0,1944,1515,3369,0,0,666.4,1670
751.61627@11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.2,1104,1196,0,1456,1165,1221,0,400.2,1282,986.1,0,2085,1228,1619,0,0,0,0,0,0,0,0,0,314.4,0,330.1,0,332.7,277.9,298.8
334.29605@11.29,400.6,1936,0,0,2346,27290,2544,2310,522.1,1599,1965,1056,26680,19660,21060,2452,634.9,559.9,0,2837,19040,20380,19710,29600,679.3,2642,868.2,2251,17840,18100,27300,19850,0,560.5,710.1,487.6,688.4,629.5,678.6,641.1,697.9,648,721.4,678,673.2,1074,1265,850.6
571.63023@11.3,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785.21903@11.31,1282,5080,0,11440,0,0,0,0,0,0,0,534.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,696,725.5,0,0,0,111.4,0,0,0,0,0,0,0,0,232,0
435.10727@11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.3,1714,2167,0,0,0,0,0,719.3,670,522.1,0,0,0,0,0,0,0,0,0,0,195.6,329.2,0,0,0,0
530.40022@11.33,4823,0,0,297.4,3448,4701,4277,1959,3176,607.2,271.8,880.8,1371,1702,2909,2089,1861,0,500.9,271.3,892.2,210.7,268.5,230,2950,0,765.7,0,756.6,0,215.4,202.3,180.1,567.5,1294,1734,201.6,559,1209,728.2,0,214.7,0,200.9,176.8,0,154.8,0
528.40378@11.33,15440,833.3,619.2,829.6,5859,10780,0,3829,8578,1967,875.6,3334,0,0,0,0,9585,349.7,918.6,618.7,3293,0,379,0,4470,0,576.7,331.1,0,391,312,276.9,415.1,0,0,1164,380.6,0,0,0,327.6,325.9,275.5,389.6,0,363.5,0,0
446.33178@11.34,345.2,310.1,0,0,0,0,1742,382.3,316,0,191.2,240.8,339.7,751.6,2895,735.9,275.8,0,343,302,331.1,0,0,465.7,333.6,366.3,288,253,370.8,327.9,0,393.1,394.1,0,0,638.9,0,306.6,1061,1096,328,0,0,285.1,0,0,0,0
488.37073@11.35,3352,0,438.8,8061,608.5,1653,477.5,310.8,2867,277.8,2540,402.9,289.3,348.3,502.7,0,665.1,0,322.3,182.3,320,0,0,0,1217,0,284.4,239.7,338.8,0,198.1,0,191.7,406.4,222.3,342.4,222.1,283.4,0,0,0,197.3,0,0,247,141.6,132.7,189.3
413.07424@11.38,0,0,0,0,14500,5296,5990,8592,0,0,0,0,7054,9725,7042,5211,0,197.1,0,0,11820,2194,9602,6783,120.7,0,0,0,5902,8765,8259,9158,9834,8519,9857,9898,12800,9150,7114,9213,11030,9945,12150,0,9865,8379,10810,7637
143.08298@11.37,0,10050,5711,7861,6481,1616,1175,0,0,14030,13510,16930,3924,3192,2717,3372,0,0,0,0,6241,463.7,713.7,0,903.7,0,0,0,10960,0,474.3,639.6,656.6,1134,941.6,796.6,471.4,0,902.9,850.1,520.3,0,0,504.1,0,0,0,559.5
246.15804@11.37,0,2638,1735,2277,4007,1562,1024,841.1,0,2167,2237,2317,2863,2619,2053,1584,808,249.3,831.3,0,4356,363.8,910.4,894.7,743.6,3995,411.1,0,9170,354.5,522.9,797.4,1294,5464,1277,1149,774.5,1056,1710,1461,1063,345.7,348.3,302.1,0,226,305.7,312
245.14847@11.38,0,22450,12250,17720,32470,6404,4987,4573,0,11120,33280,12500,23060,17770,14990,12680,0,0,0,0,31090,1323,1958,1425,3289,1707,0,811.3,57140,803.3,1816,1841,3486,3322,2411,3048,1998,2574,2338,2776,3212,916,1019,865.8,2595,711.8,747.2,752.6
393.01966@11.38,0,0,0,0,231.2,0,0,0,0,0,0,0,0,128.5,0,432,0,0,0,0,0,0,0,0,0,147.3,0,0,0,0,0,0,219.8,370.7,241,357.7,163.3,0,208.6,229.3,234.6,0,0,0,390,0,0,0
414.07516@11.38,0,0,0,0,3536,1714,2178,2397,0,0,0,0,1978,2751,1991,1475,0,0,0,0,3450,843.6,2648,2694,0,0,0,0,2212,2311,2219,2458,2289,2311,2727,2512,4818,2593,3325,2310,4084,3559,4329,3972,3886,2927,4316,3556
926.43153@11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.7,278.2,841.3,0,0,0,0,1219,239.2,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.15044@11.39,0,0,0,0,195.6,256.7,0,450.3,0,202.8,0,187.1,408.6,385.1,168.7,421.2,213.9,278,0,0,407.1,252.7,0,570.9,0,0,0,0,282.4,256.5,495.3,628.9,0,0,0,248.8,0,248.7,232,0,265.4,230.6,170.4,0,307.6,298.1,299.4,288.1
534.38914@11.39,39170,3816,4174,3928,998.6,2568,1579,909.1,39810,8567,5934,10200,605,358.1,981.7,761.8,18270,362.8,3126,705,872.9,146.9,231.8,242.4,12170,1247,2193,292.1,268.2,183.5,0,0,207,700.3,1459,1496,0,718.4,1087,701.5,0,0,0,0,193.8,0,0,228.3
437.31591@11.39,412.9,0,276.9,396.1,3979,5698,4587,2163,295.8,463.7,0,0,4227,5570,12960,9965,0,0,0,446,4841,0,419.9,0,472.6,405.2,464.1,359.8,2285,306.9,0,354.2,460.5,273.2,0,380.9,301.7,333.2,440.3,0,0,0,0,435.2,393.6,0,407,366.3
407.12321@11.39,0,533.3,0,0,966,1359,330,962.5,0,0,0,0,2050,983.3,456.7,1901,0,0,0,0,2178,1190,1773,2773,0,0,0,0,909.3,1445,2279,969.6,943.2,0,737.7,648.2,671.6,514,0,0,564.3,1070,477.2,0,1295,1460,525.3,377
535.37505@11.39,6904,1318,1605,1016,367.5,702.4,544.2,353.2,8405,1822,1402,2289,287.3,166.7,420.7,340.8,4309,0,1059,400.5,319.7,242.2,218.9,236.2,3323,676,570.2,0,242.7,238.8,223.3,270.9,290.2,247.8,497.6,442.4,235.4,312,407.9,319.7,254.1,204.2,281.3,0,0,0,251.7,0
533.40372@11.41,7519,572.9,509.2,322.2,2130,5812,4799,2401,0,816.1,465.9,1115,736.1,1181,1558,2261,3751,220.6,596.2,324.7,721.4,227,0,386.1,1768,500.4,510.4,217.2,1138,294.3,385.5,243.1,242.8,766.6,1400,1406,0,729.7,1487,1156,0,0,0,370.6,245.8,0,0,0
436.36905@11.4,1430,0,388.7,254,18610,25870,20690,10090,1357,405,422.7,0,18690,22510,54070,42880,1427,361.7,292.8,341.3,14990,396.3,2609,460,1097,0,383.5,372,10020,263.5,893.4,361.8,316.5,469,498.9,835.9,404.1,475,857.5,939.2,403.6,345.5,372.7,0,380.7,357.1,0,0
516.38388@11.39,9199,2348,2853,2235,3575,11430,8092,10780,5827,0,4256,2571,0,0,0,0,4155,0,0,0,1536,0,0,0,3858,343.4,0,166.3,1197,161.9,0,159.6,0,0,817.8,0,177.3,495.3,0,553,0,215.7,188.8,162,0,0,195.9,134.6
550.42957@11.4,627.1,2412,2004,1672,443.4,1253,1287,766.2,882.8,267.1,2770,2100,0,0,470.3,0,443,374.7,1277,759.1,0,0,0,0,373.9,967.3,1140,1089,0,0,0,0,0,0,324.7,227.4,0,168.8,221.5,162.7,0,0,187.4,0,0,0,0,0
413.07299@11.4,0,231.9,0,0,9304,7383,8631,6476,0,0,0,0,0,0,0,0,0,0,0,0,8436,3013,0,0,0,0,0,0,0,0,0,0,777,0,0,6617,0,6002,9230,0,15370,7512,15430,17000,15180,12940,15000,14190
559.40715@11.42,1066,228.7,0,240.6,0,0,503.7,411.9,916.7,306.3,0,635.8,0,0,0,0,421.2,221.1,249.1,141.8,0,0,0,298.7,985.9,239,226.6,574.7,0,0,288.9,189.8,0,0,0,0,0,0,0,252.2,0,0,0,328.2,0,0,0,245.2
532.41047@11.41,10200,2056,1840,1933,7580,21110,10430,6440,16010,3990,1612,5655,2257,3423,5807,6400,9631,199,2205,420.1,1548,222.8,575.5,302.9,8929,1573,1905,249.8,2657,157.1,332.3,0,203.6,2847,4880,5147,276.8,2829,2293,1722,206.1,189.8,237.6,0,0,215.8,160.1,198.8
536.36162@11.42,2083,295.2,346.1,303.2,0,170.3,0,0,2195,502.5,360.8,1022,0,154.7,0,0,0,209,0,0,191.2,0,0,198.2,0,196.6,207.1,0,135,0,0,0,0,0,218.5,0,0,0,174.1,0,0,0,208.3,0,294.6,0,0,0
554.19467@11.43,462.9,247.4,423.3,639.7,0,48110,0,117.4,288.1,215.2,361.8,151.4,0,0,4832,303.4,0,136.9,169.6,125.9,1887,1265,1811,0,0,138.7,0,139.1,1014,698.6,283.2,236.5,746.9,1578,585.8,0,18500,2491,21460,271.4,2905,43560,7017,0,2653,38050,2018,391.3
398.31937@11.44,0,0,0,536.3,0,292.9,773.9,261.4,252.5,263.4,341.8,231,188.8,0,5476,199.9,239.1,0,232.3,0,0,188.9,1117,294.8,259,285.9,229.1,591.4,206.6,279.4,212.3,0,340.7,0,246,301.2,10720,237.2,207,246.9,1108,0,314.2,328.1,835.6,214.8,234.9,193.8
364.20382@11.45,338.3,294.6,277.7,0,356.2,321.6,0,456.1,306.6,273.3,0,339.2,339.8,304.6,342,0,0,404,237.9,0,411.9,2154,1994,2690,419.1,371.3,0,0,0,1383,1212,1330,360.3,364.2,455.7,433,319.2,0,329.7,0,260.7,11270,15040,12670,376.4,10830,10520,8394
560.12937@11.44,0,0,0,4403,0,27450,1021,5951,720.5,0,0,0,22430,0,0,764.5,197.4,0,0,0,0,0,0,659.9,0,0,0,0,0,2534,689.2,608.4,2188,0,0,706.3,54430,0,9250,547.6,7801,125700,17660,948.4,7453,16060,5271,872.9
426.13791@11.46,0,0,0,0,0,0,140.7,0,0,0,180,0,138.6,0,0,138.9,171.9,119.2,0,0,0,233.7,175.6,243.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.6,0,908.7,1204,1361,0,1075,941.8,661.6
428.10911@11.47,0,0,0,0,0,0,0,0,0,126.8,0,0,0,0,0,0,0,0,0,0,0,0,0,140.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.4,686.3,553.8,0,472.1,478.6,342.6
531.40286@11.46,0,374.3,280,345,3403,5293,6328,1530,7518,0,0,2056,1335,1959,3534,3230,3576,0,692.5,323,1382,192.3,429.3,0,6299,603.8,1044,401.1,1286,229.6,222.7,0,231.7,1060,1857,1499,238.8,2141,1972,1082,230,287.2,259.3,278.9,305.1,0,269.1,0
530.40287@11.46,27420,1027,1016,818,13950,22610,14460,6719,15630,4211,1463,4506,5751,8214,14250,14490,13580,0,2815,557.3,6090,253.3,1289,363.1,13690,2280,1982,208.5,5560,0,345.7,217.9,277.8,4905,4548,6764,266.7,5209,4467,5532,166.2,0,263.8,223.7,141.1,0,0,139.7
359.36098@11.49,399.7,491.6,0,0,2766,1373,1797,1355,0,0,0,0,1979,1477,1862,1412,588.3,1056,0,1097,1667,2252,2248,1880,769.6,952,1626,884.2,2565,2909,2048,2606,1834,966.7,1844,1094,1020,1489,970.5,1166,1230,1145,1816,0,1493,1854,1177,1131
561.12439@11.49,1064,601.3,0,406.7,0,109100,814,1457,402.1,0,0,0,0,0,0,774.5,0,0,0,0,2748,0,2579,692.9,214,0,263.6,0,1463,1671,0,676.1,0,0,0,0,7803,0,0,591.6,0,98850,0,1372,3519,11270,0,1398
927.42445@11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.3,304.4,443.2,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.36406@11.5,2981,2922,4038,2950,9611,7312,6563,7159,5720,3482,2935,3830,11370,7778,9111,7589,3507,5354,6633,6870,8623,12120,11670,11560,4080,4840,8432,4444,9355,15360,10270,13770,9284,5130,8843,6023,5382,7717,4545,5965,6703,5240,9159,8243,8781,12380,6064,7145
617.12083@11.52,0,1218,0,542.4,0,0,0,0,216.6,0,0,183,2147,4658,2591,4164,235.8,153.4,0,154.5,5305,5395,4406,15070,0,0,0,0,7862,2969,4968,4872,5470,5405,4831,5837,3057,0,2326,2840,0,1732,2649,2289,2575,2563,3119,2744
533.40209@11.53,0,1866,1184,818.1,10720,28850,18190,8594,0,0,0,0,3144,4948,14610,8798,10580,361.8,0,640.1,3349,0,965.1,447.2,10920,2236,2705,252.9,3782,0,431.3,304.7,309.2,3852,5653,7118,392,5549,4762,4179,0,0,355.9,274.2,250.7,312.7,361.2,0
423.20582@11.53,733.9,2775,2434,2399,1327,3123,4612,3770,0,3378,3568,4657,1051,3697,5347,5273,1229,3460,3839,1712,1092,4529,4519,6188,1162,2991,3766,3260,1083,3892,3946,2632,3160,2970,6597,5369,2653,1484,5373,5953,865.2,5068,8859,6132,3395,5502,9162,5191
534.42316@11.54,5578,552.7,384.8,0,2154,5639,3443,2601,0,1041,0,1326,1018,1044,1780,2468,2671,188.4,473.6,227.7,721.4,138.4,296,0,2295,345.9,407.9,139.1,738.5,0,0,0,0,536.7,2095,2230,0,1394,994.6,1353,0,0,159.5,0,0,0,0,0
532.41759@11.54,117400,8142,7137,6319,41330,113000,85580,33880,72780,18630,14190,27460,12710,19530,34560,33800,44890,417.1,8843,2738,16030,932,4678,1432,42530,6205,7445,422.2,14470,0,1533,287.5,1061,14070,23620,27350,640.4,14690,21620,19900,214.1,303.9,448.9,204.4,313.7,0,319.2,219.2
441.39839@11.56,929.1,4058,3053,2577,1275,3169,3313,5092,0,2008,4547,2917,818.1,3589,3367,3845,1096,8496,8175,8542,917.2,14210,6886,8658,1455,8059,9373,11860,1031,12370,7178,8880,788.6,941.9,2890,1746,591.7,1098,2473,1600,557.8,7694,8234,8889,602.4,12970,8179,7558
440.39994@11.56,4343,17300,16010,15460,4308,12390,13300,15280,6082,11380,21950,17480,2615,13590,13170,15580,3829,34480,40620,37740,2368,45250,27080,34940,4807,31260,38240,47410,3183,52550,27560,34850,2579,3415,11300,6174,964.6,3200,9866,5873,1841,31000,32260,34700,2419,57290,33900,35530
442.39015@11.56,266.5,1046,594.2,690.2,307.6,702,687.7,777.8,344,451.6,825.8,804.5,262.4,583.5,584.8,849.6,297.1,0,1524,1754,202,2048,1145,1450,255.8,1446,1669,2080,209,2287,1207,1530,0,220.7,528.4,320.7,165,274.9,402.6,0,169.5,1355,1344,1520,206.8,2198,1502,1769
316.22494@11.57,284.1,0,886.8,538.4,1878,1361,1856,1998,0,568.4,482.7,0,1166,1900,1861,1703,491.7,927.9,1024,0,1502,1154,1740,1586,445.7,1139,608.7,0,1532,1138,830.8,1484,1095,1027,1631,1216,971.1,738.3,1151,977.9,1759,1326,1934,1944,1501,1269,940.7,1130
374.35928@11.57,2843,1626,1514,678.3,3955,1676,2937,1349,4219,2235,1866,2132,7168,2241,3178,2723,3103,2160,1902,1919,3354,3662,3828,4809,3107,1699,1956,1999,3069,3861,3522,4821,3106,1519,5474,2460,3876,4038,1942,2161,3607,2643,5430,2675,3646,4311,2958,5584
472.43576@11.58,399.7,255,0,930.4,0,142,0,0,0,0,224.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.24039@11.59,403.1,0,361.7,431.3,1628,1347,1408,715.1,0,0,382.6,429.7,1574,1653,1982,2123,470.1,1368,1594,869.4,1842,1790,2284,3201,587.9,992.2,1251,904,1781,1879,1751,2479,2404,1630,818,1409,2233,1449,1018,1261,2424,2263,2171,2556,2439,1973,1857,2484
601.93255@11.6,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.38067@11.62,0,2651,0,2337,450.3,489,556.2,580.1,7137,7130,3866,0,571.1,535.2,622.1,448.9,5298,10870,14820,15480,431.1,1072,1013,3068,6264,10200,19520,14680,488.2,589.1,447.7,0,0,609.7,472.5,572.6,0,588.4,0,0,445.7,851.5,1422,909.4,471.3,1213,1673,975.4
271.31076@11.62,2408,3070,2554,2712,304.5,605.1,246.8,249,0,2653,0,2866,553.7,736.8,575.6,250.8,4135,3559,3073,3071,518.8,1128,565.9,778.3,3580,3719,3052,4654,633.8,591.1,586.5,582,2722,2884,3462,2571,2848,3194,2887,3976,3585,3645,4115,2571,1394,2507,3125,1295
1004.24926@11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.1,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.31295@11.62,19440,19460,22580,23680,1190,3381,887.9,640,26610,22450,23910,24670,3129,2814,3511,926.9,27680,23400,23150,20590,2835,4458,3711,4626,23660,24090,19400,31070,2812,4246,3006,3432,17570,19420,22670,17250,17580,20180,18830,19030,21920,23750,25720,18930,8223,17550,20500,8858
796.56685@11.62,1368,0,0,0,849.8,297.6,0,0,814.8,0,0,0,147.5,365.7,237.7,245.5,168.3,0,0,0,259.2,0,0,0,0,0,0,0,194.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.21099@11.63,0,0,0,0,0,0,239.5,0,0,180.8,0,0,173.2,0,0,0,0,124.9,0,0,0,0,0,0,0,0,251.8,0,0,0,0,165.9,0,490.2,206.9,151,0,293.9,0,190.3,198.8,260.3,0,0,0,0,201.7,150.3
1030.50271@11.65,0,175.9,256.9,424.9,0,0,0,0,155.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028.50657@11.65,130.5,175.2,450.4,519.6,0,0,0,0,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.12929@11.64,235.7,0,0,0,0,0,0,0,0,316.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,1226,0,0,0,124.5,0,0,0,0,0
297.08514@11.66,0,0,4548,0,10960,28350,13930,13420,0,0,4139,5573,16740,22690,19500,21480,1345,1295,7083,7153,35410,10900,15090,18200,4778,1244,1421,1354,43480,24300,29220,29840,44000,37330,33070,36930,46350,22250,27130,22190,21910,18800,15280,14680,25180,18030,14700,12160
369.01622@11.66,0,0,0,0,408.3,297.2,253.7,313,0,0,0,0,302.1,310.3,367.6,316.4,0,0,0,0,436.1,167.7,493.5,332.1,0,0,0,0,336.5,297.1,327.7,359.2,357.2,281.5,277.2,323.2,311.3,298.7,204.8,239.9,304.2,390,321.5,352.8,296.8,0,385.9,350.5
339.10644@11.66,379.9,0,0,0,594,593.2,596.9,702.1,479.1,380.4,589.4,0,1095,531.9,669.1,502.6,640.9,204.3,0,0,651.7,310,572.7,542.7,390.2,0,0,0,495.6,407.6,538.6,408.4,667.3,486.1,630.9,492,387.1,442.9,610.2,440.6,472.4,564.6,593.5,0,497.2,650.6,611.7,474.8
