Short_name	Sample_name	Cobalt_concentration_ug_L	Cobalt_concentration_uM	Time	Wire_treatment	Abiotic_vs_biotic	DMSO_treatment	Metabolite_treatment	Replicate	Sample_preservation	Bottle_number	Recovery
168-2.4-S	2024-08-06_168hr_Wire+Media_2_A-F	10112.085	171.5855555	168	Wire included	Sterile medium	No DMSO	Nothing added	8	"Acidified, filtered"	40	0.9901
168-3.3-S	2024-08-06_168hr_SpentMedia_3_A-F	99.158	1.682549198	168	No wire	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	43	
168-3.4-S	2024-08-06_168hr_SpentMedia_3_A-F	105.689	1.793369594	168	No wire	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	44	
168-4.3-S	2024-08-06_168hr_Wire+SpentMedia_4_A-F	24966.802	423.6458247	168	Wire included	Spent medium	No DMSO	Nothing added	3	"Acidified, filtered"	47	0.9599
168-4.4-S	2024-08-06_168hr_Wire+SpentMedia_4_A-F	33107.13	561.7738865	168	Wire included	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	48	0.9599
0-1.5-B	2025-01-14_0hr_Wire+Media_1_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	0.9901
0-1.6-B	2025-01-14_0hr_Wire+Media_1_A-F	160	2.714938499	0	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	0.9901
0-2.5-B	2025-01-14_0hr_NoWire+Media_2_A-F	100	1.696836562	0	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	
0-2.6-B	2025-01-14_0hr_NoWire+Media_2_A-F	100	1.696836562	0	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	
0-5.5-B	2025-01-14_0hr_Wire+10%inoc_5_A-F	140	2.375571187	0	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	0.9405
0-5.6-B	2025-01-14_0hr_Wire+10%inoc_5_A-F	180	3.054305812	0	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	0.9405
0-6.5-B	2025-01-14_0hr_NoWire+10%inoc_6_A-F	100	1.696836562	0	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	
0-6.6-B	2025-01-14_0hr_NoWire+10%inoc_6_A-F	100	1.696836562	0	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	
24-1.5-B	2025-01-15_24hr_Wire+Media_1_A-F	11180	189.7063276	24	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	0.9901
24-1.6-B	2025-01-15_24hr_Wire+Media_1_A-F	11800	200.2267143	24	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	0.9901
24-2.5-B	2025-01-15_24hr_NoWire+Media_2_A-F	120	2.036203875	24	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	
24-2.6-B	2025-01-15_24hr_NoWire+Media_2_A-F	100	1.696836562	24	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	
24-5.5-B	2025-01-15_24hr_Wire+10%inoc_5_A-F	73780	1251.926016	24	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	0.9405
24-5.6-B	2025-01-15_24hr_Wire+10%inoc_5_A-F	83320	1413.804224	24	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	0.9405
24-6.5-B	2025-01-15_24hr_NoWire+10%inoc_6_A-F	100	1.696836562	24	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	
24-6.6-B	2025-01-15_24hr_NoWire+10%inoc_6_A-F	100	1.696836562	24	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	
72-1.5-B	2025-01-17_72hr_Wire+Media_1_A-F	14200	240.9507918	72	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	0.9901
72-1.6-B	2025-01-17_72hr_Wire+Media_1_A-F	14000	237.5571187	72	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	0.9901
72-2.5-B	2025-01-17_72hr_NoWire+Media_2_A-F	100	1.696836562	72	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	
72-2.6-B	2025-01-17_72hr_NoWire+Media_2_A-F	100	1.696836562	72	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	
72-5.5-B	2025-01-17_72hr_Wire+10%inoc_5_A-F	147820	2508.263806	72	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	0.9405
72-5.6-B	2025-01-17_72hr_Wire+10%inoc_5_A-F	175200	2972.857657	72	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	60	0.9405
72-6.5-B	2025-01-17_72hr_NoWire+10%inoc_6_A-F	120	2.036203875	72	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	61	
72-6.6-B	2025-01-17_72hr_NoWire+10%inoc_6_A-F	120	2.036203875	72	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	
168-1.5-B	2025-01-21_168hr_Wire+Media_1_A-F	22120	375.3402475	168	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	0.9901
168-1.6-B	2025-01-21_168hr_Wire+Media_1_A-F	15020	254.8648516	168	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	0.9901
168-2.5-B	2025-01-21_168hr_NoWire+Media_2_A-F	100	1.696836562	168	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	
168-2.6-B	2025-01-21_168hr_NoWire+Media_2_A-F	120	2.036203875	168	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	
168-5.5-B	2025-01-21_168hr_Wire+10%inoc_5_A-F	128280	2176.701942	168	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	0.9405
168-5.6-B	2025-01-21_168hr_Wire+10%inoc_5_A-F	149420	2535.413191	168	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	0.9405
168-6.5-B	2025-01-21_168hr_NoWire+10%inoc_6_A-F	120	2.036203875	168	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	
168-6.6-B	2025-01-21_168hr_NoWire+10%inoc_6_A-F	160	2.714938499	168	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	
0-1.1-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	0.9992
0-1.2-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	0.9992
0-1.3-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	0.9992
0-2.1-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	0.9951
0-2.2-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	0.9951
0-2.3-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	0.9951
24-1.1-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	6640	112.6699477	24	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	0.9992
24-1.2-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	7940	134.728823	24	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	0.9992
24-1.3-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	6720	114.027417	24	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	0.9992
24-2.1-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6840	116.0636209	24	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	0.9951
24-2.2-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6760	114.7061516	24	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	0.9951
24-2.3-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6460	109.6156419	24	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	0.9951
72-1.1-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	8840	150.0003521	72	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	0.9992
72-1.2-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	9420	159.8420042	72	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	0.9992
72-1.3-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	10680	181.2221448	72	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	0.9992
72-2.1-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	8500	144.2311078	72	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	0.9951
72-2.2-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	9060	153.7333925	72	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	0.9951
72-2.3-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	8400	142.5342712	72	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	0.9951
168-1.1-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	10400	176.4710025	168	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	0.9992
168-1.2-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	13960	236.8783841	168	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	0.9992
168-1.3-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	14880	252.4892804	168	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	0.9992
168-2.1-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	10240	173.756064	168	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	0.9951
168-2.2-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	11160	189.3669603	168	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	0.9951
168-2.3-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	10760	182.5796141	168	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	0.9951
0-1.1-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	100	1.696836562	0	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	1.2545
0-1.2-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	100	1.696836562	0	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	1.2545
0-1.3-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	120	2.036203875	0	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	1.2545
0-1.4-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	120	2.036203875	0	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	1.2545
0-2.1-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	
0-2.2-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	
0-2.3-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	
0-2.4-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	
24-1.1-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	59420	1008.260285	24	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	1.2545
24-1.2-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	73820	1252.60475	24	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	1.2545
24-1.3-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	77680	1318.102641	24	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	1.2545
24-1.4-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	64900	1101.246929	24	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	1.2545
24-2.1-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	
24-2.2-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	140	2.375571187	24	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	
24-2.3-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	
24-2.4-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	
72-1.1-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	147300	2499.440256	72	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	1.2545
72-1.2-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	152740	2591.748165	72	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	1.2545
72-1.3-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	131620	2233.376283	72	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	1.2545
72-1.4-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	129820	2202.833225	72	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	1.2545
72-2.1-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	
72-2.2-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	140	2.375571187	72	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	
72-2.3-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	
72-2.4-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	
168-1.1-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	177660	3014.599836	168	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	1.2545
168-1.2-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	134180	2276.815299	168	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	1.2545
168-1.3-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	183360	3111.31952	168	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	1.2545
168-1.4-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	138740	2354.191046	168	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	1.2545
168-2.1-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	
168-2.2-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	
168-2.3-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	
168-2.4-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	
